SENTIMENT,TWEET;
-1,@IndiHomeCare remote saya rusak padahal masih baru. Bisa tolong diganti?
-1,@IndiHomeCare @IndiHome EH ANJING DARI KEMAREN DM MULU TAPI TEKNISI TIDAK ADA DIKIRIM ANJING . GANGGUAN SUDAH SANGAT SERING DAN LAMA NIH ANJING
-1,tolong dong @IndiHomeCare sya mau ngajuin pemutusan langganan indihome ribet gini deh. katanya bisa ngajuin lewat grapari jakarta pas nyampe disini suruh ke makassae gimana caranya orang tinggal nya skrng di jkt
-1,@IndiHome @IndiHomeCare WIFI GANGGUAN ANJEEENNNGGGG. MANA KATANYA MAU KIRIM TEKSINI DASAR INDIHOM KIMAK
-1,@IndiHomeCare min kalau saya pasang indihome 100Mbps terus saya jual lagi tanpa izin emang ada yg bisa laporin? Sejauh ini aman2 aja meski banyak yang komplain dan pihak indihome pun gak pernah datang menindak meski bnyak pelaporan
1,@IndiHomeCare dah 3 hari los mulu ni
1,@IndiHomeCare Hai admin tolong cek DM segera ya. Terimakasih
-1,@IndiHomeCare syudahh min
-1,pea emang indihome @IndiHomeCare laporan udah 1 minggu lebih gaada perbaikan. kebetulan ada @MyRepublic didepan rumah spill info harga paketnya min. https://t.co/sbaYPaSoT8
1,@IndiHome @IndiHomeCare @indihomers U guys are the most STUPIDEST wifi provider ever! Aku pindah rumah udah lapor mau pindah alamat.. Udah lebih 9hari gak ada tindakan apa?ı! Disuruh bayar langganan udah aku bayar.. Tp masih aja gak ada pemasangan di alam
1,@IndiHomeCare halo saya mau bayar tagihan wifi tapi kenapa kayak gini terus ya? Padahal biasanya pakai app indihome lamgsung bisa https://t.co/qImB29mLAq
1,@IndiHomeCare kak cek dm ya thanks
1,@IndiHomeCare kalau mau migrasi paket instant indihome ke internet only gimana caranya?
-1,@IndiHomeCare Ini gmn masa uda 3hr blm konek jg mending ada disc tagihan
1,@IndiHomeCare Gimana ini min moso 3hr gangguan trs mending ada disc tagihan
1,@IndiHomeCare Masih harus nunggu berapa lama yaa kak?
1,@IndiHomeCare lama jg ya
1,@IndiHomeCare Oke kak mohon responnya kembali yaaa. Terimakasih
1,@IndiHomeCare Halo @IndiHomeCare tolong baca dm aku ya terimakasih
-1,@IndiHomeCare min kalo masalah tagihan telfon rumah hubungi kemana ya?
-1,@yess_sirrrrrr @IndiHomeCare @yess_sirrrrrr Waduh maaf kalo kendala pembayaran tagihannya :( Keterangan gimana Kak? Buat pengecekan boleh kirim nomor internet dan atas nama ke DM. -Joan
-1,@IndiHomeCare Hanya kecewa aja karena pelanggan yg loyal malah paketnya lebih mahal dibandingkan pelanggan baru paling tidak ada benefitlah buat pelanggan yg lama biar tidak berpindah ke ISP lain.
1,@IndiHomeCare lama penangan nyaa udh komplen tp jawabanya sama aja
1,mau bayar ae susah bener @IndiHomeCare @Telkomsel
-1,@Telkomsel @IndiHomeCare Udah dari awal bulan di info nomor internet sampai Poto KTP dan Selfi tanya aja ke @IndiHomeCare
1,@wbudi75 @IndiHomeCare @wbudi75 Kendala upgrade paketnya ya Kak Budi. Maaf Kak. Infoin Nomor Internet Alamat Instalasi dan Atas Nama ke DM atau cukup konfirmasi kami lagi di DM IndiHome biar dibantu lebih lanjut. Thanks -Sakia
-1,@IndiHomeCare Makasih ka Sakia. Tp kesehatan teman saya @synazyr tergantung kelancaran koneksi ...
-1,Parah juga pelayanan @IndiHomeCare sejak di berikan ke @Telkomsel upgrade paket indi dari awal bulan okt 2024 sampai skrg belum selesai.
-1,@IndiHomeCare Udah dapet tapi sampe hari ini gak dateng-dateng. Wifinya udah eror dari hari rabu. Males bayar lah ngga diurusin
1,@IndiHomeCare customer care yg cepat tanggap bisa dihubungi via apa ya? Udah 2 hari ini tidak ada koneksi.
-1,Udah log in tp suruh buka my telkomsel trs buka my telkomsel aku cek pake hp dan web pun tdk ada kuota yg udh digunakan gmn caranya log in di my indihome @IndiHomeCare https://t.co/Gk04fjfDIv
-1,@IndiHomeCare malas paling jawabanya surih hidupin ulang router. sama aja bohong. hidupin router 10000x kalo emang bapuk ya bapuk. mw ganti router juga kalo jaringan bapuk ya bapuk
-1,@IndiHomeCare LO ORANG LAIN JUGA ADA KERJAAN DOANG KAGA NGURUSIN INTERMET SAMPAH DOANG GUE CUMA MAU MASUKIN WIFI GUE KE TV BARU TAPI GABISA TERUS KARNA MAU LOGIN AKUN VIDIO ASTAGAA
1,@IndiHomeCare KAAA INI UDH 20 MENIT ASTAGA AKU DITUNGGU TUKANG INI CUMA MAU MASUKIN WIFI KE TV LOH INDIHOMENYA GABISA TERUS ASTAGA HARUS NUNGGU BRPA LAMA SIH????
-1,@IndiHomeCare Belum ada balasaannnn
-1,@IndiHomeCare ga fast respon dah ah jwbnnya jg ga helpful pdhl udh dijelasin bgini bgtu nya tp ttp ga sesuai
-1,@IndiHomeCare Permisi kak Ini saya mau login IndiHome malah di alihkan ke Telkomsel. Namun saat ingin login akunnya tidak terdaftar (?) Mohon bantuannya kak https://t.co/ZvFWXJ77nx
-1,@IndiHomeCare Astagaaaa udh 15 menit loh ga ada rwspon dm?
-1,@IndiHomeCare kocak lu
-1,@IndiHomeCare Yaudah dipercepat dong saya ditungguin ini
1,@IndiHomeCare Cek DM min sebelumnya aaya bayar aman aja
-1,@IndiHomeCare Iya buruan ini lagi butuh bgt
1,@IndiHomeCare Lama banget admin
1,@IndiHomeCare cek lg kak
-1,@lukidos_conan @IndiHomeCare @lukidos_conan Huhu maafin ya Kak Conan boleh coba metode pembayaran lainnya yg tersedia ya :( -Nesya
-1,@IndiHomeCare oke ditunggu gercepnya min
-1,@IndiHomeCare @Telkomsel Semnejak migrasi ke telkomsel pembayaran indihome ini banyam banget ya admin nya ampe 4 ribu bayar nya dengan vitual accoun e wallet dan bank. Ckckckc
1,@IndiHomeCare makin gajelas habis ke Grapari @Telkomsel @IndiHomeCare @IndiHome jawaban CS muter muter bingung katanya kemungkinan bisa terpasang bisa tidak hahaha kocakkkkk
1,@IndiHomeCare Tolong cek dm min
1,@IndiHomeCare admin yang baik hati tolong cek dm saya dong. Thanks
-1,@IndiHomeCare cek dm min
-1,@IndiHomeCare @oktrgnxx Ga merubah data tp gue login pake email myindihome ga bisa ??? :)) login pake nomer indihome harus validasi koneksi ke wifi tp wifi gue kuotanya abis gimana bisa konek tolong logika wahai @IndiHomeCare ‹?‹?
1,@IndiHomeCare Kenapa tidak bisa akses my indihome padahal sangat bagus interface di my indhome
-1,@IndiHomeCare Tolong cek dm saya min
1,@oktrgnxx @IndiHomeCare Punyaku udh mau clear ini masalah skrg mau login mytelkomsel ribet setengah mati katanya migrasi dr myindihome tp gue login pake email akun myindihome ga bs ‹?
-1,@IndiHomeCare tolong cek dm woy
1,@IndiHomeCare kak masih belum bisa udah aku lakuin instruksinya tapi masih belum bisa
-1,@IndiHomeCare yang aku bilang data nya kak. bukan fiturnya ada atau engga :)
-1,@IndiHomeCare Justru itu min.. ga ada yg tau.. katanya baru pasang.. tagihan pertama.. kalo minta tolong dari mac address modem bisa ga min? Kalo bisa ntar saya fotoin via dm
-1,@cielobyantara @backburneo @IndiHomeCare Bunga cirit
1,@IndiHomeCare Tungguin berapa lama lagi??? Dikira waktu gue buat nungguin lo pada respond apa gimana?
-1,@IndiHomeCare min.. kalo pengen tau no idpelanggan bisa tanya kesini ga? Mau bayar tagihan tp ga ada yg tau id pelanggannya
-1,ini gue udh nunggu sejam ye dari gue waiting page ! Udh 10 menitan tampilan begini?????!!! @IndiHomeCare https://t.co/PYhIhaK59C
1,@IndiHomeCare kalian migrasi dari website ke aplikasi tapi data sisa kuota pengguna gak di ikutin juga kah?:)
-1,@IndiHomeCare belum kak :) aku udah buat pengaduan dari kemarin juga gak ada kelanjutan. tanggal 15 saya beli dibilang pembeliannya berhasil tapi emang kendala. terus kemarin ini waktu internet saya ada kendala lagi dibilang gaada pake internet gimana tuh
1,@IndiHomeCare tolong dong ini udh 3 jam wifi ga jalan2 kenapa ya? udah saya dm dr tadi blm dibales
1,@IndiHomeCare sudah
-1,@masintooo @IndiHomeCare SABAR HEHH
1,pagi pagi koneksi @IndiHomeCare udah eror aja bikin kesel
1,@lililibruh @IndiHomeCare @IndiHome Maafin ya Kak @lililibruh atas kendala MyTelkomsel nya. Silakan coba restart handphone clear cache dan clear data kemudian coba lagi. Kalau masih gak bisa silakan infokan nomor HP/ No internet atas nama dan alamat insta
-1,min cara biar bisa nurunin mbps gimana yaa? @IndiHomeCare
-1,@IndiHomeCare @IndiHome Lu liat itu kabel kepasang apa kagak. Dari kemadin ya gue sabar. Mending ganti provider aja dah kebanyakan error pake wifi mahal tapi jaringan gak sesuai. https://t.co/36f7QQRbF7
-1,@IndiHomeCare Ini aplikasi indihome mksdnya gimana ya? Masak gak bisa akses dihalangan tulisan segede itu gak bisa diclose pula tulisannya? https://t.co/TBtIJup62J
-1,ga jelas aplikasi lu dari semalem ya. gamau dibayar kah??? @Telkomsel @IndiHomeCare @IndiHome https://t.co/LjxODQJJqX
-1,@IndiHomeCare @IndiHome percuma bayar-bayar tapi begini kuota juga gak bisa kepake pengennya orang-orang hidup dijaman batu? Gak usah jual wifi aja. https://t.co/57eiiROFNS
-1,@IndiHomeCare haduh plis deh telp 188 mau complain internet berhari2 mati skrg diarahin ke aplikasi yg AI-based. GA MENOLONG. saya tuh bayar maunya dpt layanan yg setimpal tolong dehhh https://t.co/vQUaTNcNIB
1,Makin hari makin lemot aja ni indihome naik speed bknnya tambah cepet malah tambah ilang ilangan sinyalnya hadeuh!! @IndiHomeCare @TelkomJabar
-1,@IndiHomeCare min bisa tolong cek tagihan ga ? Buka mytelkomsel login pake email gini mulu https://t.co/amzlgHYJgQ
-1,Indihome knpa dah??? Lu gangguan mulu perasaan @IndiHomeCare @IndiHome
-1,lemot umak euy @IndiHomeCare
-1,udah jam segini masih belom bisa inii @IndiHomeCare dipercepat yukkk lagi dibutuhin bgt nih malah gangguan https://t.co/vlFw6M2WDj
-1,@eskikoenaktau__ @IndiHomeCare guakan ga komplen ya coki
-1,@IndiHomeCare Bales lagi dong min sumpah dah seharian wifi gangguan
-1,@s_casthe @IndiHomeCare @IndiHome up samaa ini kenapa ya waktu mau bayar juga nomor saya ga ke detect ini gimana yaa @IndiHomeCare @IndiHome
1,@IndiHomeCare Biasanya kalo di DM gak pernah direspon
-1,@IndiHomeCare Di jember kak
1,@IndiHomeCare tolong cek DM ya thanks
1,@IndiHomeCare mohon cek dm. thx
1,@IndiHomeCare min mau nanya dong di dm ya
-1,@yogyanugrahjati @IndiHomeCare Sama kak
1,@IndiHomeCare ini jaringan kenapa dahh ajg
-1,@IndiHomeCare Gk usah byk cakap diminta tagihan rinci aja gk dikirim2. Apalagi disuruh jlasin soal prorata. Cek brapa x dan brp bln laporan ku soal tagihan tp gk slesai jg. Bukan malah sesuai malah nambah.
-1,@semula_ @udawh @dumbledeep @eskikoenaktau__ @pertahun @picterole @ayacheestar @IndiHomeCare INDIHOME NYAA AJA YG DI TAG LUNGOOOOO
-1,@IndiHomeCare min emangnya kalo tiba2 internet mati padahal belum waktunya bayar itu bisa tiba2 ditelpon pihak indihome? Tadi saya tbtb ditelpon terus orangnya maksa ke rumah habis ditolak internetnya nyala lagi
1,@yourcutiecels @IndiHomeCare Sama aku jg mo bayar pdhl no eror diapk mana pun
-1,@IndiHomeCare tolong cek dm ya min
1,@Telkomsel @IndiHomeCare Fyi DM dr indihome katanya mau kirin link vcall dgn virtual assistant. Tapi dari siang sampai skrg gak ada respon lanjutan. Skrg saya diminta DM apa lagi? DM ke siapa? Mending kalian outbond call aja ke saya. 188 nya udah gak ada 
1,@IndiHomeCare min tolong balas dm ya
1,@Telkomsel @IndiHomeCare Saya tunggu DM nya
1,@IndiHomeCare udah di dm daritadi cek dongg ktnya minta ceritain detail
-1,@IndiHomeCare Cek dm min
-1,@IndiHomeCare engga bisa pake m banking juga pas masukin nomer layanan tulisannya user tidak ditemukan
-1,@IndiHomeCare Klo gangguan seharusnya begini
-1,@IndiHomeCare min mau login di myindihome gak bisa. Dialihin ke mytelkomsel. Udah login via mytelkomsel dgn No. Indihome tapi harus masukin nomer otp via sms yang mana udah mati No. Telpnya. Solusi?
1,kurangajar deh LOOOOO tolong urusin deh adminnya yg bener kalau ngetik ke pelanggan. terimakasih @IndiHomeCare
1,@IndiHomeCare Dm saya tolong direspon min
-1,@IndiHomeCare Udah aman min.
-1,indihome kek kintil seharian koneksi LOS ngga ada tindakan @IndiHomeCare
-1,@IndiHomeCare cara berhenti langganan gimana ya?
-1,Udah DM dari 22 jam yang lalu cek deh @IndiHomeCare
1,@IndiHomeCare kalau ga mention emang ga akan dibaca ya DM nya?
-1,@pidelowen @IndiHomeCare Gabut aku
1,@nugrahahahaa @IndiHomeCare @nugrahahahaa Kak Rangga maaf ya Interaksi dan progres laporan lanjut di DM ya Kak makasih -Nabil
-1,@meylolio @IndiHomeCare WKWKWKWKW RANDOM BGT
-1,@IndiHomeCare ini kenapa useetv kok ga bisa min https://t.co/WjmJ5MgSJt
-1,min ini saya engga bisa bayar tagihan wifinya kenapa ya @IndiHomeCare
-1,@a9ul @IndiHomeCare gangguan masala kak udah bisa blom ya? punyaku juga gitu soalny
-1,@IndiHomeCare @IndiHomeCare sudah ku dm yah kakk kutunggu balasannyaa
-1,@IndiHomeCare Tutorial cara berhenti berlangganan Indihome
1,@IndiHomeCare Jaringanmu jelek banget
-1,@IndiHomeCare cek dm ya kakak admin
1,@IndiHomeCare cek dm min dari kemaren LOS merah
1,@IndiHomeCare Sudah saya infoin min
-1,@IndiHomeCare Kak blm ada balasan nih di DM saya
-1,@IndiHomeCare internet di rumahku mati
1,@IndiHomeCare aplikasi pengaduan dipindah ke mytelkomsel payah banget. Pake AI veronika yang ngga seberapa itu.
1,@IndiHomeCare cek dm ya min
-1,@IndiHomeCare Okai min mohon di cek dmnya. Tengkyuuuu
-1,@IndiHomeCare min caranya login ke my telkomsel gmn no saya dh gak aktif emailny juga lupa pakai yg mana ini bisa ganti nomer aja ga min? Soalny mau bayar wifi
-1,@IndiHomeCare kirim teknisi langsung aja kak saya udah lelah bgt dr pagi disuruh ini itu gak bener juga
-1,@IndiHomeCare iya itu belum termasuk nunggu gonta ganti cs ya???
1,@Kelvin18Kelvin @IndiHomeCare kata adek gw dh bisa
1,@IndiHomeCare @Irdint Udah min belum dijawab
1,@IndiHomeCare sama aja kyk ig lamanya bales dm twt min ah gacor kudu nunggu 10 menit lebih buat bales per bubble message
1,@IndiHomeCare oke ditunggu
-1,@IndiHomeCare admin maaf bisa minta tolong nomor indihome untuk telp 0246722512 dan 02476605473. Trimakasih
1,Halo @IndiHomeCare cek dm!!
1,@IndiHomeCare min cek dm
-1,@IndiHome @IndiHomeCare Inet sy gangguan di 25Sept &amp; diperbaiki tanggal 7Okt. &gt; 10 hari. Sy mengajukan kompensasi &amp; dibuatkan tiket olh sdr Viko (INC1***175). Dijanjikan olh sdr Indri (telp 8Okt) akan ad penyesuaian tagihan Okt. Sampai skrg tdk
-1,@IndiHomeCare @bejo24 Selamat pagi Kak Robbi @bejo24 . Mohon maaf atas ketidaknyamanannya. Setelah Dede bantu pengecekan melalui sistem di nomor ***857 saat ini terpantau gangguan. Untuk pengecekan selanjutnya dapat menghubungi kami melalui DM dan untuk m
-1,@IndiHomeCare Cuma nggak bisa login disuruh ke GraPARI https://t.co/83QFhAxaGa
-1,@IndiHomeCare Dpt nilai ga maksimal di TO gara2 koneksi internet ga stabil sampai waktu habis
1,@IndiHomeCare Masih lom di respon min
1,@IndiHomeCare Min cek dm min
-1,@IndiHomeCare repot kak le pengaduan susah pakai my telkomsel
-1,@IndiHomeCare udah kak emang masalahnya ada di gardu dari teknisinya yang ngabarin langsung. rugi saya baru bayar malah gabisa dipake sampe hampir seminggu nombokin kuota banyak karena harus cover penggunaan wifi.
-1,@IndiHomeCare pembayarannya knp kok beda dari bulan kemarin? Knp tidak flat? Malah naik? Sy bayar tidak telat yaa !!!! Mohon bantuannya
1,@IndiHomeCare Min cek dm
-1,@mugiwarano313 @IndiHomeCare @myXL @Telkomsel Tolong benerin sinyal nya dong teman saya mau ikut kualifikasi Piala Dunia eFootball Mobile itu makanya lagi latihan mulu.
-1,@IndiHomeCare itu tuh tertera di tweet sebelumnya ga tobat tobat jeleknya
-1,@IndiHomeCare Min saya ada DM ko ga ada respon ya
1,@IndiHomeCare Oke min minta follow upnya ya man dan infokan gimana
-1,@IndiHome @IndiHomeCare WOOOYYYY KENAPA JARINGANNYA SAMA SEKALI TIDAK BISA DIPAKE??? MASA TIAP BULAN TROUBLE SAMA KAYAK GINI TERUS?? SEBENERNYA DIBENERIN GAK SIH?? PAYAH BANGET!!!
1,@IndiHomeCare Cek dm min
1,@IndiHomeCare minn cek dm yaa
-1,Koneksi jelek dijual mahal @BPKN_RI @IndiHomeCare @IndiHome @Telkomsel https://t.co/bbZE4Nf9KQ
-1,@IndiHomeCare min kemaren hari senin tgl 14 okt 24 saya permintaan pemindahan internet untuk hari ini tgl 17 okt 24 tapi sampai sekarang belum dihubungi terkait pemindahan tersebut. Bisa bantu follow up segera min?
-1,Mau login mytelkomsel pake akun indihome nggak bisa gara2 nomor yg buat registrasi indihom udah nggak ada. Pake email jg nggak bisa. Ada solusi? @Telkomsel @IndiHomeCare @TelkomIndonesia @BPKN_RI @YLKI_ID https://t.co/x0oiNW9Nwh
1,@IndiHomeCare masih belum ada balesan :(
1,@IndiHomeCare Min cek DM
1,tolong cek dm @IndiHomeCare
1,@IndiHomeCare halo boleh tolong cek DM ya. Thanks
-1,di kosan make biznet malah diganti make IndiHome. kuota jadi boros banget wifinya kebanyakan gangguan. anjing @IndiHomeCare
1,@IndiHomeCare cek dm cepat!!!!
-1,@IndiHomeCare sudah sehari ga d balas
-1,@IndiHomeCare Ini gimana sih support nya. Sampe sekarang juga ga di folowup.
1,@jetlaght @Telkomsel @IndiHomeCare tolong min
-1,@IndiHomeCare Udah di DM dr mlm tp gk di respon
-1,@IndiHomeCare Ditunggu segera min wifi dirumah udh 2 hari ga bisa internetan
1,Min cek dm @IndiHomeCare
1,@IndiHomeCare udh aku dm yah minn
-1,@IndiHomeCare gangguan mulu tiap hari https://t.co/wqRZxNzTsI
-1,@IndiHomeCare Halo kok belom dibalas dm saya
-1,@IndiHomeCare ini baru sehari bisa langsung gangguan lagi min?
-1,@IndiHomeCare wifi mati dari kemarin pagi. Sampai sekarang belum hidup Tolong segera diperbaiki
-1,@IndiHomeCare halo min indihome saya sudah ganti STB tapi tampilannya sering begini terus ini kenapa ya?? https://t.co/QoKll1QZg2
1,@IndiHomeCare cek dm minn ada keluhan
-1,@IndiHomeCare @IndiHomeCare belum ditindak sampai sekarang tolong dong min
1,@IndiHomeCare min tolong cek dm.
-1,Indihome bener2 dari dulu ga ada perbaikannya tgl 20 ini ga gw perpanjang gw ganti provider lain!! @IndiHomeCare
-1,@IndiHomeCare Belum ada balasan min
1,@IndiHomeCare Hello min cek dm ya terimakasih
-1,@IndiHomeCare halo ka ini saya tb RTO saya sudah cb restart berkali tetapi tetap sama tolong dibantu restart min
1,@IndiHomeCare EH MAUL INI DARI KEMAREN YA PROVIDER LU
1,@IndiHomeCare Speed refreshment start dari harga berapa ya kak?
-1,@IndiHomeCare Pagi ini 18 okteber 2024 jam 01.25 wife rumah hanya tanda seru gak ada internet napa gitu min?
-1,@IndiHomeCare kalau wifi jadi lelet buat streaming 4k setelah dua minggu pemakaian tuh kenapa ya? Kalau emang karena FUP solusinya gimana?
-1,@IndiHomeCare Habis dikomplaIn 1-2 hari normal. Lalu kemudian ya balik lagi layanannya busuk. Apa emang mintanya tiap pagi diingetin via cs 188 / virtual assitance @Telkomsel untuk sekedar MENDAPATKAN LAYANAN SESUAI PAKET YANG DIBAYAR? https://t.co/UAfMJR
-1,@IndiHomeCare AMPE BOSEN SAYA DM KALIAN SETIAP BULAN!!!!!!!! Bukannya dibenerin malah mbacooottt!!! TAEKKKKK TAEEKKK
1,@IndiHomeCare Udh di dm min cdm yaa
-1,@IndiHomeCare min kenapa wifi dirumah saya untuk device lain ada yg bisa tersambung dan ada juga yg tidak bisa tersambung.
-1,@IndiHomeCare @scentedoflife Pnya saya indikatornya lampunya merah knpa ya?
-1,@azissaboelz @IndiHomeCare Sama bang gruduk aja apa itu kantor nya yg di dpn polres
-1,@IndiHomeCare Hallo kak mohon bantuannya jaringan wifi tiba2 tidak ada. Dengan nomor internet 122214216885.
-1,@IndiHomeCare udah ko ttp masih kedip2 merah di dm juga gada balesan
1,@IndiHomeCare Halo admin mohon cek dm terima kasih
-1,@IndiHomeCare Manaaaa kapan refresh jaringan woyyyy
1,@IndiHomeCare min bantu cek dm yaa
-1,@IndiHomeCare sampe sekarang masih kedip kedip merah terus
-1,@ndreastom @IndiHomeCare @IndiHome @TelkomIndonesia @BPKN_RI @MediaKonsumenID @konsumen Yuk lanjut interaksinya ke DM Kak agar privasi datanya tetap terjaga :) -Adam
-1,@IndiHomeCare Buruan refresh woyyy sudah tuhhh ribet amat
-1,indihome daritadi no internet ngapa dah
-1,Hari kelima tanpa internet di rumah gara2 indihome gatau gmn nyelesein problemnya. Dia yg ga paham gw yg repot... good job indihome (admin indihome ga usah bales gw udah males jelasin ulang dan gada kejelasan juga ujung2nya)
-1,Jaringan indihome kenapa ya ga tersambung internet
1,iconnet internet tolol bisa bisanya ada provider internet yg lebih busuk dari indihome su
-1,Tiada hari tanpa mengontolnya IndiHome. Gua liat-liat ada ya buzzernya? Buset dah punya anggaran bukannya buat benerin internet malah sewa buzzer. Buzzernya jg gua tau duit susah dicari tp lu malah milih jd lonte BUMN https://t.co/dAc2aO1AML
-1,Super combo indihome RTO +Tsel unavailable ƒ?cok omahku internet e ngakak gelud dari jam kemarin lho https://t.co/5mL2BSU43F
1,@tanyarlfes internet cepet juga tergantung paket yang lu ambil bjir kan ada itu pilihannya sebelum pasang. tapi gue setuju sih sama lu nder indihome tu best banget pelayanannya . ada yang gak sesuai sama standar aja teknisi dateng buat benerin yang mana g
1,@PertamaBesar @IndiHomeCare @PertamaBesar Hi Kak Pratama. Beeru infoin pembayaran tagihan IndiHome bisa tunai atau non-tunai dengan cara berikut: 1. Non Tunai: ATM Auto Debit Kartu Kredit Mobile Banking SMS Banking Internet Banking DANA Shopee Tokopedia G
-1,@IndiHomeCare indihome sy lg gangguan gak bisa konek internet. Tolong diperbaiki sekarang
-1,@IndiHome sudh 3 hari internet mati sudah dapat tiket aduan tehnisi belum juga datang g jelas
1,@tanyarlfes Indihome di sby Alhamdulillah lancar
-1,@tanyarlfes Indihome kayak tai. Udah konekai gak stabil upload download gak 50:50 ada FUP lagi. Skrng pindah ke my republic lumayan lancar jayaa
-1,@tanyarlfes Kosku dulu pake indihome lancar jaya dipake buat garap fs jg gacor padahal hpku kentang.
1,@IndiHomeCare Baik kakmin terimakasih. Semoga lancar selalu jaringan indihome nya ya
-1,@IndiHomeCare indihome error min no internet nih
1,Makasi bgt indihome kmrn udh gercep nangangin internet rumah yg tiba2 error krn nanya di group komplek cuma rumah w aja yg error ga nyangka penangannya di hari itu juga @IndiHomeCare
-1,@anangsato @IndiHome @anangsato Halo Kak Anang. Untuk estimasi Pindah Alamatnya 3x24 jam terhitung sejak pelaksanaan survey dengan teknisi kami. Akan dibantu cek lebih lanjut permintaannya yuk infokan nomor internet atas nama dan alamat via DM ya Kak. -Ha
-1,@IndiHomeCare permisi min Internet di daerah saya Desa Makmur Jaya Kecamatan Kongbeng Kabupaten Kutai Timur Kalimantan Timur gangguan dari selasa sore hingga saat ini bukan Indihome saja Telkomsel juga susah untuk internetan. Mohon solusinya segera
-1,ni knapa dah indihome ku dari tadi siang gak ada internet anjeng gwa dah bayar babi
-1,malam gan @IndiHomeCare internet indihome saya trouble sudah direstart sampe lelah jiwa raga tapi tetap aja trouble. mohon solusinya ya thanks.
-1,@IndiHomeCare internet Indihome saya LOS dari dinihari tadi (jam 03:00 WIB) sampai sekarang
-1,Aduhhh udah beberapa hari lemot banget terus dari tadi pagi smpe sekarang internet nya mati LOS ada lampu kedap kedip merah udh tlpon cs indihome katanya estimasi 10 jam baru selesai WHATTT?? TOLONG DONG jangan nunggu customer HARD COMPLAIN @IndiHome
-1,@IndiHomeCare Aduhhh udah beberapa hari lemot banget terus dari tadi pagi smpe sekarang internet nya mati LOS ada lampu kedap kedip merah udh tlpon cs indihome katanya estimasi 10 jam baru selesai WHATTT?? TOLONG DONG jangan nunggu customer HARD COMPLAIN
1,IndiHome merupakan penyedia layanan internet ternama di Indonesia yang menjangkau hampir di seluruh wilayah Indonesia. Kamu bisa loh berlangganan dengan cara daftar IndiHome online. Jadi https://t.co/Gvry1N43pa
-1,hdh cape bener dah seminggu lebih ga ada internet ni indihome progres mulu dari hari ke hari udh buat laporan jg dari bbrp hari yg lalu tp ttp sama aja kirain bakal bener krna ini awal bln halah ternyata sama aja mending ganti provider aja ini mah @IndiHomeCare @IndiHome https://t.co/akgWpLeouj
-1,Kenapa ya indihome rumah saya tidak ada internet.. @IndiHome @IndiHomeCare
1,@IndiHomeCare Expectasi saya indihome inet yang bisa diandalkan. Setelah join.. realitanya zonk. Sekelas indihome menangani internet trouble aja butuh waktu seminggu lebih. Itupun belum kelar2 sampai skr. Tiap hari nanyain sttsnya jawabnya mohon ditunggu 
-1,can t work under these conditions (slow ass internet) so i m giving up for the day and going for a swim ^____^ fucking indihome
-1,Min @IndiHomeCare kalau mau pemutusan internet IndiHome gmn caranya ya? Apakah ada minimum pemakaian? Thanks
-1,@IndiHomeCare iya katanya pemeliharaan jaringan. kok tidak ada pemberitahuan sebelumnya? sedang kan internet belum bayar saja kalian bisa spam di email sama WA. HADEEEH @IndiHome @IndiHomeCare
-1,Indihome TAI! KAGAK NYALA2 INTERNET
-1,@IndiHomeCare Halo indihome ini internet di rumah ibu saya sudah berminggu2 koreksinya terganggu sudah pernah telepon minta dikunjungi teknisi tapi teknisinya ga dateng. Tolong ditangani ini bayar jalan terus tapi gak bisa dipakai aplikasi juga error teru
1,Rp 0.- utk instalasi seharga Rp 500rb. Dptkan Internet kilat Rp290rb utk 50Mbps &amp; Disney+ IndiHome TV dr Indihome Telkomsel. Aktifkan segera: https://t.co/b8U88LAJ6c #KorbanMulyono
-1,@IndiHome halo min ini internet saya gangguan dari jam 18.00 komplainnya gmna ya?? https://t.co/H8ICpKiCau
-1,@IndiHomeCare Dah pindah ke tier lancar jaya min. Itu cuman ngungkapin kekesalan menjadi pelanggan indihome selama lebih dari 10 tahun.
-1,Ini kok saya setiap internetan ada yg lancar ada yg lag parah. Masalah sinyal Indihome kah?
1,@binniebunniee Iyakan biasanya indihome ngawur baru kali ini kok lancar???
1,@louieasye Right bener aku dari jam 9 loh kagrt ga kepental pas mulai war lancar lgsg bisa pilih biasa indihome nih ancur
1,Kaget indihome hari ini lancar dari jam 9 gakepental pas jam 12 lgsg muncul bisa beli 12.02 keluar va pembayaran njir indihome the best
-1,@IndiHomeCare udah 3 hari oi miminnnnn modem indihome wifinya ga koneksi ke internet petugasnya mana ini ga dateng-dateng!!!
-1,@newmoscov @vitaminesterc @IndiHome @newmoscov Hai mohon maaf ga nyaman Kak Kusabira. Infokan nomor HP nomor internet nama tanggal dan waktu kejadian dan lokasi ke DM. Makasih -Chika
-1,Internet kenapa interneeet @FirstMediaCares ganti @Telkomsel indihome aja deh...Firstmedia paraaah
1,@obenkz @ID_MyRepublic Sma bngt bru pasang 2hr internet blom hdup nyesel pindah @ID_MyRepublic tau gini mending tetep pake @indihome
-1,Wahai indihome mengapa kau sedang tidak ada akses internet? https://t.co/hvPh7O9mbW
